Age,Annual Income,Spending Score,Cluster
45,55771,11,0
41,188818,34,1
80,36363,2,0
30,114878,70,1
28,140587,62,1
66,196221,13,2
72,75836,42,0
29,167011,53,1
36,54542,59,3
62,47783,90,3
88,143516,1,2
60,142059,26,2
63,126471,63,2
21,169206,47,1
32,26786,31,0
44,88569,88,3
67,195050,41,2
40,30525,45,0
45,84271,26,0
86,146612,51,2
71,190839,68,2
19,144879,18,1
45,115337,77,3
57,163125,28,2
64,166094,47,2
87,121894,18,2
29,116130,85,3
18,120315,70,1
42,91856,84,3
87,27235,12,0
75,32847,11,0
76,92158,5,0
20,37256,8,0
37,44090,51,3
89,172317,83,2
25,122385,4,1
48,111556,12,0
64,48081,51,0
21,75098,47,1
50,53017,13,0
63,145479,8,0
43,46689,55,3
64,68824,38,0
90,180674,66,2
20,94885,28,1
34,158310,94,1
57,195216,95,2
56,52741,16,0
72,41907,27,0
45,99361,54,3
70,94421,69,3
86,75356,91,3
38,29196,41,0
31,109026,90,3
88,20371,85,3
60,77861,26,0
71,150494,2,2
21,92793,67,1
28,136719,61,1
44,30931,33,0
47,41895,97,3
74,145541,40,2
87,23179,38,0
39,29010,89,3
42,175403,83,1
47,184631,21,1
66,193778,3,2
89,104592,19,2
23,168026,36,1
57,31017,49,0
81,86459,61,2
60,180607,23,2
55,144134,90,3
49,160728,70,1
83,29323,74,3
50,173265,8,1
63,116706,37,2
22,98262,51,1
19,151411,16,1
82,63807,25,0
36,31628,70,3
36,182315,96,1
54,72483,57,3
33,28189,16,0
53,81050,82,3
41,75876,38,0
39,95414,93,3
88,127402,70,2
28,115571,55,1
31,154372,14,1
76,75718,15,0
58,153228,58,2
46,106317,71,3
31,167056,68,1
82,150305,95,2
36,52941,47,0
40,99836,46,1
86,132580,47,2
36,170119,67,1
88,120763,40,2
76,169737,8,2
62,30490,22,0
82,22201,70,3
90,198922,88,2
66,176182,30,2
45,144452,63,1
76,131009,28,2
58,98585,94,3
65,60555,98,3
31,84502,87,3
58,58670,43,0
83,86236,14,0
90,106927,77,2
84,198857,8,2
61,97053,14,0
48,99165,98,3
61,174035,15,2
32,112847,38,1
80,49123,39,0
23,125227,50,1
67,126656,28,2
41,61679,62,3
73,74248,86,3
76,175483,99,2
59,162167,39,2
66,106652,39,2
23,155025,90,1
47,176537,33,1
72,76998,61,3
20,64432,44,0
25,90761,100,3
83,36817,29,0
82,47862,75,3
53,197719,63,1
84,176852,20,2
85,36455,65,3
74,38944,51,0
53,60131,6,0
64,38351,31,0
27,106844,82,3
46,158448,43,1
38,156198,19,1
89,55274,6,0
54,35976,60,3
23,172263,1,1
42,145652,23,1
47,72894,74,3
23,167733,47,1
36,199311,55,1
73,154518,38,2
25,76704,87,3
32,188391,75,1
84,145848,73,2
81,91820,57,2
78,128604,95,2
62,66156,93,3
39,123404,76,1
31,122542,88,1
60,146098,2,0
74,188430,93,2
87,173786,61,2
51,103181,6,0
85,111138,37,2
41,80972,81,3
27,140387,13,1
71,85158,6,0
90,89559,75,2
45,48263,26,0
66,178077,73,2
48,138048,26,1
68,93634,9,0
42,101280,21,0
81,123857,25,2
54,157466,88,2
32,79803,21,0
39,100940,21,0
61,156934,83,2
50,157503,51,1
41,133302,33,1
84,51101,12,0
65,49458,64,3
64,84947,61,3
56,140395,88,3
54,46618,3,0
18,155057,55,1
55,70451,46,0
30,115096,47,1
33,47307,52,3
34,118218,40,1
33,102335,62,1
57,139743,27,2
65,183533,77,2
74,146698,8,2
30,165161,72,1
34,48528,73,3
55,27198,84,3
45,121660,62,1
61,89797,93,3
65,185327,52,2
45,76338,12,0
50,174782,72,1
84,146807,18,2
59,127066,21,0
36,127158,86,1
37,107706,4,0
70,132571,60,2
50,79242,85,3
23,51230,39,0
80,38880,30,0
59,90374,85,3
71,69530,85,3
87,71891,69,3
30,73207,100,3
39,151099,24,1
71,128026,67,2
31,106040,13,0
81,141958,73,2
31,32923,73,3
57,62455,86,3
32,36911,45,0
37,75854,82,3
73,134367,13,2
28,29964,3,0
27,91340,93,3
32,53009,54,3
21,174369,22,1
39,124862,87,3
52,178392,63,1
46,98824,96,3
65,116640,97,3
38,162790,12,1
34,131975,11,1
71,124441,1,0
50,37264,39,0
80,114452,69,2
74,80165,100,3
27,130022,9,1
89,188278,35,2
71,57410,92,3
77,74167,36,0
26,66719,35,0
33,121380,73,1
30,114427,32,1
86,141595,57,2
80,171440,85,2
86,107036,94,2
25,141320,90,1
29,98113,92,3
27,169795,5,1
37,157043,98,1
71,117413,85,2
64,136508,3,0
90,156060,44,2
35,86367,53,3
19,157587,46,1
67,26777,81,3
87,23801,84,3
75,29712,61,3
19,147094,89,1
56,130708,69,2
50,190631,44,1
35,119585,96,3
49,51273,11,0
31,42052,12,0
31,49167,46,0
73,28198,19,0
40,80047,91,3
63,27275,91,3
82,57048,21,0
59,91085,94,3
57,183033,57,2
28,36996,23,0
44,56038,94,3
53,51464,56,3
45,25715,16,0
77,99488,87,3
47,109578,10,0
76,45703,89,3
90,63733,45,0
69,70867,44,0
63,124465,40,2
69,79872,96,3
35,70164,6,0
66,89666,90,3
34,198035,76,1
24,83502,66,3
27,133682,96,1
44,34081,97,3
21,49818,71,3
20,131997,50,1
50,80595,90,3
44,67179,30,0
83,28494,27,0
80,28258,88,3
30,109945,15,1
58,118378,99,3
60,58502,13,0
59,154407,80,2
41,69705,15,0
83,175477,40,2
72,129411,12,0
46,110969,82,3
37,100971,73,3
76,145226,12,2
55,105923,42,0
53,50961,47,0
45,165445,42,1
73,73108,28,0
76,66685,80,3
20,161583,87,1
27,176907,70,1
87,191881,57,2
58,119478,63,2
67,116530,77,2
60,34536,18,0
61,150055,55,2
69,180097,76,2
36,190295,62,1
81,88617,88,3
77,45844,7,0
55,101391,23,0
58,167931,11,2
47,169473,79,1
45,169698,67,1
67,156079,74,2
41,37725,1,0
90,47636,41,0
71,147191,14,2
71,128429,80,2
87,129549,34,2
89,156408,58,2
56,118039,98,3
69,127524,55,2
84,57477,46,0
82,55389,94,3
43,54283,66,3
90,55068,95,3
28,47264,33,0
76,124798,86,2
40,148832,48,1
40,66335,79,3
87,110012,58,2
37,111857,26,1
39,22021,56,3
64,140772,6,0
78,100416,4,0
57,195350,15,1
77,58031,67,3
83,110828,73,2
39,188240,94,1
85,131752,69,2
22,85430,44,1
52,26254,89,3
59,131258,53,2
54,158940,47,1
47,136377,88,3
59,38850,26,0
89,195566,43,2
80,77843,62,2
31,64577,98,3
49,86409,49,0
48,153694,21,1
39,134122,8,1
83,111307,18,2
33,84964,22,0
66,142425,45,2
60,44033,24,0
62,154452,42,2
85,145507,72,2
75,94205,66,2
52,24554,86,3
36,97313,9,0
23,79168,97,3
28,191013,80,1
24,100297,67,1
66,183788,43,2
78,173130,30,2
46,22385,7,0
88,100461,20,2
83,146200,65,2
19,195634,46,1
77,164948,53,2
40,94867,48,1
27,156024,100,1
68,101659,85,3
27,194126,20,1
37,183044,92,1
49,91973,65,3
69,68776,34,0
78,21462,18,0
80,138334,37,2
64,101491,46,2
25,31919,99,3
52,199713,77,1
48,72871,40,0
86,175408,64,2
65,20355,22,0
44,181374,6,1
82,39535,98,3
26,34979,30,0
20,146441,98,1
28,29089,94,3
56,75870,2,0
66,52780,22,0
61,150843,78,2
49,90838,28,0
38,52284,78,3
82,125990,70,2
85,81606,68,2
47,89529,50,3
74,24735,64,3
51,106652,56,3
88,24166,85,3
23,56065,80,3
59,25613,81,3
38,34985,47,0
51,77824,15,0
51,109011,95,3
24,160238,75,1
84,59116,50,0
29,184519,13,1
83,78154,72,3
58,105489,85,3
22,159312,100,1
46,66543,86,3
71,133627,44,2
24,169427,54,1
81,175637,43,2
24,153821,92,1
60,48694,53,3
33,41261,18,0
41,198439,26,1
57,87053,58,3
72,68270,77,3
35,45610,49,3
24,185184,56,1
79,163698,59,2
28,62753,47,0
57,117822,53,2
26,39453,34,0
60,155208,16,2
83,55593,63,3
44,64682,46,0
71,135751,81,2
50,101535,6,0
45,26640,50,3
55,28105,27,0
76,23693,95,3
57,54099,34,0
80,131654,74,2
20,75803,58,3
48,189401,77,1
43,140866,16,1
47,198832,67,1
20,43212,64,3
90,138681,19,2
39,32219,50,3
28,101305,91,3
18,84902,24,1
33,180309,20,1
26,122490,90,1
77,43200,15,0
20,194470,93,1
31,127167,63,1
85,86134,38,2
86,194061,34,2
52,129280,29,1
68,158545,51,2
61,160123,82,2
68,75209,97,3
78,30989,20,0
63,108792,20,0
75,35704,45,0
45,46707,75,3
40,92430,37,0
27,156431,29,1
75,148680,95,2
89,172055,72,2
56,78438,87,3
37,56797,27,0
19,30046,80,3
48,125222,23,0
82,115943,34,2
66,43291,27,0
37,174730,24,1
59,117430,74,3
59,193446,52,2
24,143671,21,1
80,192792,94,2
57,155997,89,2
70,146771,89,2
31,60412,66,3
89,167876,73,2
81,162703,68,2
87,33820,83,3
60,32227,21,0
87,118554,96,2
79,40941,81,3
49,178791,31,1
25,34936,78,3
45,78354,49,0
90,188422,88,2
21,149436,64,1
24,138382,57,1
37,195484,3,1
45,96545,95,3
66,56554,50,0
58,71672,26,0
28,23061,52,3
86,113516,42,2
58,137517,33,2
42,165762,78,1
49,168825,26,1
50,76296,50,0
37,35610,1,0
50,41352,26,0
31,142165,4,1
20,92138,95,3
37,40875,76,3
88,156479,99,2
77,150813,63,2
74,69666,90,3
42,37827,19,0
89,90885,3,0
82,28622,41,0
73,63687,34,0
40,180304,34,1
72,166861,5,2
74,107058,98,3
21,105702,45,1
75,188894,53,2
61,34797,56,3
22,35461,91,3
87,112278,39,2
41,177747,48,1
69,112182,68,2
62,145885,58,2
88,38911,56,3
44,153788,38,1
48,49319,51,3
78,135681,61,2
78,56820,24,0
27,134341,23,1
80,99830,14,0
51,67344,15,0
70,170801,91,2
82,65234,56,3
31,96768,72,3
44,163765,1,1
79,159145,73,2
80,101493,93,3
74,51833,73,3
70,30582,83,3
77,132017,11,2
76,176227,42,2
88,186603,83,2
78,101804,19,0
51,97368,75,3
23,170675,65,1
72,60285,14,0
72,110321,37,2
55,56245,43,0
84,60033,85,3
75,187366,60,2
26,126691,11,1
72,187359,90,2
81,86557,26,0
48,187850,58,1
59,32878,50,0
55,23242,55,3
85,42915,86,3
65,76673,64,3
67,22778,82,3
73,70765,16,0
78,69309,95,3
86,82814,80,3
61,189845,72,2
44,94604,7,0
79,156028,27,2
24,50694,17,0
88,157602,51,2
49,105129,61,3
57,126829,41,2
78,102629,16,0
65,40182,68,3
76,116909,11,0
68,124708,45,2
76,190324,58,2
49,123510,89,3
22,73543,43,1
81,53714,4,0
36,111918,78,3
35,39026,39,0
70,38434,26,0
69,53696,69,3
23,101111,25,1
48,102073,17,0
58,67162,49,0
57,188735,57,2
56,169813,92,2
47,172454,98,1
63,21792,9,0
59,134608,86,3
35,156419,65,1
38,112064,10,0
41,136329,91,3
19,101590,82,1
62,68011,61,3
60,148327,83,2
19,160984,38,1
18,53853,44,0
54,83531,1,0
36,158956,73,1
79,48032,67,3
80,70927,89,3
57,106820,57,3
48,41914,53,3
28,56055,53,3
42,84790,33,0
20,135114,48,1
55,92486,18,0
64,138932,17,2
24,55508,58,3
56,84684,65,3
57,182967,47,2
40,58187,35,0
62,163626,56,2
53,25506,97,3
86,102044,81,2
53,160695,64,1
52,141301,9,0
64,134054,95,3
56,154810,84,2
23,141318,14,1
36,173255,88,1
65,135394,24,2
69,31720,66,3
80,35833,34,0
23,94318,17,0
74,112101,37,2
49,51025,87,3
20,22523,75,3
32,141761,78,1
46,163776,90,1
35,175264,24,1
65,174120,73,2
84,102166,27,2
46,53192,79,3
80,120393,86,2
65,135902,59,2
20,191829,8,1
44,93405,25,0
28,50500,58,3
36,160512,59,1
39,194581,72,1
52,193848,23,1
20,165253,23,1
32,181667,44,1
47,32124,59,3
55,143656,58,2
82,155021,50,2
28,82395,22,0
58,109508,34,0
19,147702,16,1
90,88833,10,0
82,102847,67,2
77,38030,31,0
60,111051,65,3
66,32763,47,0
53,138764,7,0
65,102890,20,0
39,111336,59,1
31,144163,81,1
45,103462,96,3
86,87433,9,0
55,45398,70,3
89,76187,7,0
33,190809,77,1
69,165861,53,2
74,57904,74,3
47,45079,20,0
68,95857,91,3
21,184405,38,1
78,107050,27,2
54,190868,50,1
72,59287,90,3
66,142959,66,2
41,196237,100,1
87,42459,73,3
47,51139,78,3
42,57268,32,0
47,56571,99,3
45,99942,80,3
42,129035,40,1
41,59599,72,3
42,33086,89,3
70,193481,8,2
46,120954,41,1
46,117189,36,1
64,26416,12,0
18,57921,37,0
31,36590,68,3
75,104186,59,2
30,158557,95,1
35,164267,79,1
76,136509,4,2
31,21442,100,3
77,117460,74,2
35,26509,44,0
81,154744,72,2
48,161732,54,1
45,41681,66,3
56,159785,26,2
59,61418,96,3
70,145707,84,2
40,82312,42,0
69,116437,41,2
33,98332,43,1
24,103864,60,1
53,129720,87,3
40,124700,96,3
80,179651,72,2
39,23432,18,0
75,121234,42,2
30,110422,22,1
23,56526,2,0
35,68489,52,3
51,82317,65,3
49,187255,76,1
81,196657,55,2
62,48902,98,3
39,91197,97,3
38,58854,21,0
89,177237,81,2
33,169302,13,1
37,24943,67,3
72,89321,67,3
36,104117,24,0
21,74241,54,1
55,171449,92,2
65,179167,33,2
39,78256,46,0
83,87096,74,2
60,97216,100,3
30,169368,84,1
24,176332,90,1
85,147812,25,2
72,195763,30,2
78,40763,44,0
20,81845,30,1
27,155070,32,1
25,31294,34,0
84,190681,63,2
61,173805,29,2
66,108920,51,2
69,83171,13,0
67,146082,95,2
22,168712,43,1
34,169358,8,1
60,86987,63,3
61,47253,89,3
87,108702,7,0
60,175647,100,2
46,141133,85,1
46,38576,98,3
84,183759,13,2
85,98494,45,2
84,104109,10,0
44,20523,14,0
28,51280,82,3
66,123043,84,2
64,88754,91,3
79,168841,77,2
65,155054,16,2
69,28770,2,0
68,114751,95,3
89,170071,90,2
65,106072,29,0
50,195053,21,1
88,97358,85,2
45,67993,53,3
88,87720,23,0
78,110377,55,2
70,88078,88,3
77,46473,37,0
26,179006,45,1
19,60638,10,0
65,147477,21,2
29,49570,54,3
82,168750,72,2
54,125335,100,3
61,33281,16,0
44,166156,4,1
79,120696,90,2
70,84508,43,0
61,178582,36,2
47,177032,97,1
27,59810,31,0
78,31133,36,0
19,190097,8,1
89,50896,85,3
33,147458,7,1
80,32165,26,0
67,75155,61,3
50,163078,13,1
90,58788,73,3
85,108154,63,2
33,51520,46,0
51,80546,75,3
23,142802,37,1
39,40482,43,0
33,164716,65,1
32,34769,58,3
55,136353,20,0
37,135399,42,1
45,162345,47,1
88,128026,10,2
26,154024,91,1
80,122636,99,2
44,56112,55,3
32,48281,35,0
33,22449,43,0
86,116919,19,2
54,101126,17,0
63,74870,95,3
88,185467,32,2
18,115540,92,1
37,90674,2,0
32,103827,71,3
56,87453,32,0
35,52147,36,0
21,125928,65,1
70,184961,50,2
30,25065,67,3
65,136198,5,0
82,104849,36,2
21,192240,73,1
52,122258,1,0
61,141874,46,2
29,116948,32,1
53,104843,76,3
42,72845,56,3
55,99278,62,3
53,125375,82,3
83,113192,79,2
57,33917,20,0
53,172866,10,1
65,117574,52,2
88,143631,66,2
27,179932,35,1
73,89756,31,0
67,72412,13,0
42,33706,33,0
67,64446,93,3
67,26991,62,3
26,82271,2,0
71,79731,10,0
33,180165,36,1
49,70909,50,3
50,171544,37,1
71,166183,94,2
30,176553,11,1
76,22194,12,0
79,29397,78,3
24,34050,67,3
90,181990,65,2
58,101429,10,0
56,196558,78,2
27,177363,53,1
37,40580,71,3
49,38456,33,0
67,119717,79,2
74,139379,20,2
24,90135,63,1
21,41935,44,0
35,108771,51,1
78,180936,1,2
30,103702,49,1
55,130487,39,2
68,54771,30,0
81,160694,64,2
63,23152,25,0
32,197019,83,1
61,172849,5,2
61,137100,27,2
63,104018,27,0
90,143895,96,2
30,58399,63,3
47,22657,65,3
21,49320,75,3
18,190705,91,1
80,96118,21,0
22,72925,52,1
32,149132,4,1
64,169613,44,2
72,137967,53,2
88,22715,68,3
41,189634,61,1
27,187945,21,1
29,128568,11,1
48,188371,14,1
33,126719,60,1
28,73785,2,0
37,105204,66,3
55,46205,33,0
74,148416,7,2
36,161836,37,1
87,70828,51,2
29,23112,35,0
42,111628,21,0
64,54276,51,0
59,58845,59,3
62,193650,37,2
59,143342,90,2
56,197691,37,2
57,192603,34,2
22,54200,86,3
78,59623,40,0
58,165691,100,2
20,52121,31,0
60,118265,12,0
36,26705,40,0
74,105191,90,3
42,96732,97,3
65,141561,52,2
57,34893,68,3
50,153964,47,1
40,150713,18,1
55,60437,61,3
45,34549,85,3
25,193573,29,1
68,144032,26,2
81,65270,5,0
47,141579,87,1
61,101577,53,2
44,23446,72,3
41,150062,69,1
80,179282,58,2
55,199614,55,2
28,159058,19,1
35,20912,3,0
45,93658,100,3
63,192343,9,2
63,73785,40,0
22,73333,24,0
70,199547,41,2
72,84239,79,3
80,78920,53,2
51,47836,100,3
35,196723,76,1
68,110679,68,2
50,21994,45,0
31,118283,50,1
70,195190,34,2
65,49263,83,3
65,39486,55,3
20,110242,48,1
22,117912,36,1
51,187436,45,1
30,189461,86,1
51,193850,39,1
51,41257,57,3
50,55256,92,3
38,170279,40,1
30,158705,91,1
37,104728,44,1
64,168624,37,2
18,157898,84,1
22,183378,65,1
26,135506,78,1
82,37381,45,0
60,46450,54,3
39,158410,48,1
70,174278,5,2
57,196185,48,2
61,95125,3,0
39,35860,27,0
44,165723,27,1
71,119180,31,2
51,120782,75,3
84,117165,82,2
70,182796,79,2
41,80971,95,3
62,194558,92,2
28,78137,14,0
35,98139,100,3
22,83696,8,0
26,46235,50,3
30,134115,60,1
28,31441,52,3
84,176340,50,2
51,192263,70,1
75,187196,61,2
68,189200,53,2
22,104678,66,1
29,28575,35,0
36,127359,57,1
18,167578,52,1
64,94168,18,0
18,186757,41,1
68,155387,28,2
75,28949,71,3
78,45548,2,0
56,135556,15,0
60,46869,83,3
89,183174,85,2
29,152347,42,1
18,156296,65,1
42,45783,39,0
43,36272,1,0
46,75011,52,3
87,167852,55,2
86,66945,25,0
41,46200,79,3
28,47021,10,0
68,78877,36,0
82,139868,20,2
50,83716,53,3
47,170236,72,1
33,103846,23,0
30,191201,15,1
80,52854,62,3
43,80208,18,0
66,99087,30,0
50,56039,31,0
42,196234,46,1
30,38986,93,3
48,116714,47,1
23,74068,42,1
38,116821,77,3
53,88746,35,0
74,50910,10,0
55,188205,64,2
72,155516,78,2
88,192831,11,2
64,130780,82,2
35,86497,86,3
22,95043,32,1
48,180215,98,1
83,128097,77,2
90,47073,77,3
35,42185,8,0
48,137233,95,3
42,22615,31,0
80,170163,26,2
68,43701,18,0
31,38068,99,3
20,60979,15,0
89,156438,17,2
19,75994,70,3
29,82685,8,0
84,177265,97,2
29,35798,9,0
63,173219,99,2
88,181493,69,2
42,122218,17,0
39,163878,66,1
58,47129,85,3
21,91347,35,1
63,186801,95,2
65,148086,38,2
32,24075,27,0
85,57622,25,0
56,86042,30,0
50,45761,36,0
76,40534,74,3
30,195227,28,1
54,88156,65,3
32,121401,1,0
85,70105,27,0
29,138186,67,1
75,178726,22,2
57,67486,86,3
37,27945,96,3
69,58346,9,0
56,147191,48,2
62,74507,85,3
88,86530,91,3
66,105099,36,0
41,64695,32,0
49,133992,84,3
39,82962,46,0
46,98093,17,0
68,27634,48,0
60,55284,68,3
35,128249,69,1
56,20861,49,0
23,191309,96,1
63,71713,52,3
62,107562,54,2
62,108907,81,3
21,169421,68,1
60,161187,65,2
87,173753,73,2
49,140108,21,1
24,97490,57,1
62,59932,23,0
31,96836,39,1
32,171069,34,1
66,80098,29,0
52,62185,92,3
41,41612,55,3
75,147636,95,2
88,121947,68,2
54,176876,72,2
71,135959,5,0
70,115638,58,2
78,66458,75,3
78,28057,72,3
62,46342,20,0
43,79352,5,0
70,55828,99,3
59,40455,29,0
31,78271,33,0
69,171739,99,2
18,62498,96,3
85,144483,3,2
52,128879,63,1
61,35388,25,0
31,75231,90,3
61,30616,23,0
42,103474,70,3
42,31439,48,0
65,90707,7,0
62,50395,6,0
79,67298,77,3
39,163657,87,1
37,159264,58,1
54,163478,27,1
74,149926,94,2
79,60187,72,3
46,84170,56,3
34,187124,65,1
78,186202,27,2
87,59816,3,0
47,183577,70,1
71,165695,59,2
74,82310,56,2
61,46458,89,3
34,42223,57,3
37,115431,13,0
88,183726,55,2
54,37516,98,3
72,33966,95,3
75,163987,79,2
81,132992,82,2
36,70986,36,0
24,20956,39,0
30,177435,67,1
45,25421,26,0
50,119700,90,3
74,94158,49,2
71,176437,81,2
46,70448,63,3
64,178588,28,2
54,40001,6,0
32,23422,3,0
68,151594,90,2
69,61108,18,0
51,158313,38,1
46,110351,20,0
63,159121,57,2
79,57980,64,3
61,37235,89,3
20,86916,4,0
79,158165,71,2
66,68941,68,3
52,156148,16,1
38,111323,68,1
49,53749,6,0
39,189837,93,1
57,48922,17,0
81,32715,83,3
45,98413,36,0
41,96180,6,0
34,69331,51,3
64,191266,17,2
67,78892,5,0
71,104309,23,0
27,84540,51,1
47,117921,17,0
63,189898,63,2
27,99730,80,3
31,184210,1,1
90,138748,73,2
89,120878,81,2
73,50094,25,0
58,98610,59,3
74,167715,84,2
54,139844,42,1
84,186756,82,2
81,56274,29,0
57,32756,90,3
19,111580,26,1
90,62498,15,0
26,76641,56,3
76,94320,9,0
32,66278,48,3
45,50081,26,0
24,95861,9,0
75,150613,87,2
53,189201,55,1
57,197384,14,1
38,189589,59,1
45,166354,84,1
31,137494,84,1
73,182890,56,2
63,116158,30,0
54,98072,53,3
62,46729,16,0
34,100650,41,1
72,154337,70,2
23,150707,23,1
86,87745,94,3
39,167584,9,1
62,191899,6,2
23,41646,67,3
36,122256,5,0
32,73221,24,0
60,74014,80,3
73,144673,25,2
20,157189,100,1
44,175945,93,1
68,145285,38,2
64,116438,82,3
34,97713,8,0
62,44204,15,0
67,118559,51,2
81,135179,27,2
26,150778,70,1
46,172391,79,1
86,22633,89,3
19,22603,72,3
39,30109,40,0
48,158879,80,1
68,97819,32,0
41,178481,32,1
48,60444,32,0
82,77476,94,3
42,139323,73,1
65,162458,31,2
77,58300,87,3
32,127297,30,1
83,81109,26,0
46,105021,39,0
71,62785,98,3
36,167243,63,1
42,153975,47,1
19,47193,39,0
29,189574,83,1
32,83547,68,3
45,115132,68,3
84,64211,53,0
67,159302,30,2
83,177506,54,2
30,183007,33,1
70,149193,68,2
40,40483,15,0
21,23690,42,0
74,138599,39,2
46,57752,44,0
40,174284,69,1
75,98818,73,2
28,37609,53,3
43,149845,37,1
61,86860,75,3
35,130362,30,1
43,113067,11,0
83,101057,51,2
85,64006,46,0
18,186879,69,1
77,192861,11,2
76,70870,3,0
56,115637,70,3
87,96832,25,2
80,169316,31,2
54,158954,66,2
80,173475,21,2
33,191055,62,1
71,33634,42,0
63,103994,75,3
39,120373,48,1
63,94382,29,0
31,73664,65,3
19,158848,36,1
74,53723,34,0
64,96214,68,3
33,197101,34,1
84,123735,91,2
60,92451,11,0
36,74794,22,0
19,48486,45,0
75,21288,13,0
45,131078,17,1
27,99085,4,0
80,103428,40,2
59,195842,65,2
54,167541,21,1
89,26388,90,3
49,136930,81,1
90,98652,57,2
90,38467,83,3
64,123155,11,0
77,152530,75,2
51,164810,51,1
66,117553,40,2
45,117855,48,1
26,158455,74,1
39,162754,96,1
82,27447,78,3
40,97029,4,0
84,76301,14,0
29,57541,16,0
32,28054,13,0
43,118924,7,0
64,124253,24,0
83,162423,6,2
68,88998,80,3
89,189130,29,2
32,66380,80,3
62,187521,29,2
27,28903,77,3
32,28193,62,3
89,162658,57,2
31,28198,94,3
64,69036,10,0
47,106734,36,0
21,153899,41,1
77,64101,56,3
29,87617,60,3
24,32924,2,0
22,184163,31,1
80,22208,23,0
51,125051,60,1
55,27862,47,0
77,182459,5,2
56,36467,44,0
76,191545,2,2
48,164216,3,1
62,73734,85,3
52,140230,11,0
50,59861,21,0
57,196607,63,2
36,84987,41,0
86,138672,47,2
40,86635,74,3
33,118081,60,1
21,87480,100,3
90,37561,44,0
44,155044,20,1
86,81116,55,2
29,113242,81,1
82,178870,69,2
21,22713,52,3
29,162720,92,1
64,75720,86,3
43,160786,17,1
46,20527,24,0
61,140354,80,2
57,106185,23,0
89,181939,45,2
22,85553,85,3
19,20555,93,3
88,115414,37,2
64,157737,89,2
51,109729,83,3
34,48192,66,3
43,191013,14,1
67,155873,30,2
80,147705,56,2
69,154513,35,2
90,130686,77,2
41,177738,35,1
85,106847,97,2
18,79868,94,3
64,192580,17,2
39,78559,40,0
77,34568,15,0
74,114781,64,2
35,185752,61,1
55,98180,57,3
89,132115,81,2
69,78191,28,0
37,63892,38,0
87,199300,37,2
51,96804,49,0
49,53216,28,0
31,199729,20,1
86,77221,46,2
51,149540,84,1
68,197182,18,2
30,149817,5,1
43,132315,27,1
39,78210,76,3
31,106391,95,3
57,20835,14,0
44,135820,7,0
23,139110,52,1
37,95774,45,1
67,36267,41,0
65,174520,2,2
53,142647,50,1
74,187521,54,2
67,25870,68,3
69,126291,93,2
34,177706,54,1
23,23124,43,0
67,183872,100,2
80,167709,97,2
71,134279,90,2
59,30285,97,3
68,170287,68,2
38,50016,26,0
79,165979,67,2
23,58573,30,0
35,160058,44,1
68,172137,10,2
79,93517,57,2
85,47930,18,0
19,146135,53,1
22,34026,82,3
90,153055,41,2
25,147686,85,1
51,136743,35,1
84,141859,76,2
85,152072,53,2
29,154511,82,1
47,69024,19,0
66,172648,95,2
68,125638,42,2
53,186097,88,2
85,183336,12,2
63,145150,65,2
20,164132,20,1
31,29654,33,0
55,155601,10,1
55,48015,6,0
38,21575,8,0
21,92526,52,1
53,85400,27,0
68,60176,35,0
56,74040,33,0
39,86282,48,0
77,112655,47,2
33,65889,55,3
21,111575,69,1
75,134254,35,2
18,104553,9,1
63,76538,63,3
75,79525,48,0
28,47049,82,3
67,57438,72,3
29,106300,13,0
28,175915,37,1
59,165181,93,2
56,63791,100,3
44,105972,42,1
80,157579,53,2
73,40113,60,3
61,173140,48,2
67,66988,30,0
55,153016,12,1
35,56107,9,0
48,189897,67,1
32,167523,80,1
27,78852,27,0
61,78244,18,0
38,138094,78,1
38,48139,9,0
45,184820,25,1
86,105434,79,2
43,162849,27,1
58,55581,98,3
90,184327,45,2
81,143062,59,2
74,179901,2,2
76,103654,46,2
39,45127,52,3
48,109219,80,3
70,149397,95,2
31,45674,39,0
30,186548,34,1
43,63358,63,3
58,102502,26,0
80,149909,39,2
58,27531,27,0
81,194224,32,2
40,85916,30,0
88,56904,24,0
46,191167,8,1
74,195751,74,2
24,65474,56,3
56,31978,2,0
44,175701,55,1
85,196247,45,2
59,148245,19,2
38,94293,39,0
54,199383,90,2
70,54607,11,0
29,92943,29,0
21,120745,49,1
52,115977,98,3
30,197272,74,1
82,29188,5,0
34,35433,65,3
62,58397,73,3
41,101703,67,3
72,110215,18,0
44,140900,66,1
42,52437,38,0
90,128202,31,2
50,59551,13,0
73,41806,34,0
55,89589,92,3
44,127458,58,1
21,160392,29,1
43,189198,39,1
59,27891,63,3
67,164859,6,2
50,56589,94,3
32,132712,22,1
89,127686,40,2
74,22754,87,3
82,134981,11,2
78,48066,47,0
21,82203,90,3
21,38966,27,0
87,23954,41,0
54,88374,75,3
77,92411,72,2
61,137007,50,2
60,48751,15,0
49,104502,50,1
21,130408,51,1
18,58623,38,0
82,40780,89,3
88,196278,70,2
47,88768,45,0
63,171178,25,2
53,148183,64,1
38,85774,88,3
47,108998,61,3
35,65093,29,0
55,100382,79,3
19,198622,84,1
48,45834,94,3
22,198029,15,1
72,32456,92,3
88,198014,53,2
84,49208,39,0
41,113791,37,1
29,195809,100,1
29,148335,75,1
